MGI.symbol	HGNC.symbol
Dnm1l	DNM1L
Olfr146	OR8G1
Olfr146	OR8G5
Gcc1	GCC1
Sncb	SNCB
Fam83g	FAM83G
Efnb1	EFNB1
Rps6ka1	RPS6KA1
Nras	NRAS
Atad1	ATAD1
Nlrp5	NLRP5
Slc26a7	SLC26A7
Spdye4a	SPDYE21P
Spdye4a	SPDYE5
Spdye4a	SPDYE4
Spdye4a	SPDYE6
Ankrd24	ANKRD24
Lgals7	LGALS7
Lgals7	LGALS7B
Fkbp7	FKBP7
Lyrm9	LYRM9
Olfr1161	OR5D18
Cyp2a5	CYP2A13
Ttc23	TTC23
D1Pas1	DDX3X
Cd1d1	CD1D
Col1a2	COL1A2
Epn3	EPN3
Arg1	ARG1
Tmem45b	TMEM45B
Atoh8	ATOH8
Ighv1-71	IGHV1-24
Ighv1-71	IGHV1-69-2
Mcemp1	MCEMP1
Ppp1cc	PPP1CC
Rd3l	RD3L
Csdc2	CSDC2
Vars	VARS
Gcnt2	GCNT2
Zfp839	ZNF839
Ighv3-8	IGHV4-4
Ighv3-8	IGHV4-28
Ighv3-8	IGHV4-31
Ighv3-8	IGHV4-34
Ighv3-8	IGHV4-39
Ighv3-8	IGHV4-61
Ighv3-8	IGHV4-59
Senp2	SENP2
Morc4	MORC4
Churc1	CHURC1
Zc3h18	ZC3H18
Pstpip2	PSTPIP2
Spx	SPX
Itk	ITK
Car5b	CA5B
Plppr5	PLPPR5
Atraid	ATRAID
Eefsec	EEFSEC
Lims1	LIMS3
Lims1	LIMS4
Slc29a3	SLC29A3
Cmc4	CMC4
Gimap3	GIMAP5
Gimap3	GIMAP1-GIMAP5
Cdh15	CDH15
Cited1	CITED1
Olfr1204	OR4C13
Olfr1204	OR4C46
Tgif2	TGIF2
Arpc1a	ARPC1A
Ighv1-15	IGHV1-24
Ighv1-15	IGHV1-69-2
Cmtm2a	CMTM2
Srcap	SRCAP
Pcdh9	PCDH9
Sftpc	SFTPC
Rnf207	RNF207
Hs6st1	HS6ST1
Nipal3	NIPAL3
Ptges3	PTGES3
Olfr1098	OR8H2
Olfr1098	OR8H3
Olfr1098	OR8H1
Atoh1	ATOH1
Cdca3	CDCA3
Cd200r2	CD200R1L
Cd200r2	CD200R1
Prrg3	PRRG3
Clec3a	CLEC3A
Bbs9	BBS9
Mrgprb4	MRGPRX1
Mrgprb4	MRGPRX2
Tmem126a	TMEM126A
C130026I21Rik	SP110
Msrb1	MSRB1
Dclk2	DCLK2
Ap3s1	AP3S1
Pdzd9	PDZD9
Arhgef15	ARHGEF15
4922502D21Rik	KLRC4-KLRK1
4922502D21Rik	KLRC4
4922502D21Rik	KLRC2
4922502D21Rik	KLRC3
4922502D21Rik	KLRC1
Homer1	HOMER1
Rnf138	RNF138
Slc16a7	SLC16A7
Ier2	IER2
Tmem132e	TMEM132E
Marveld2	MARVELD2
Hrg	HRG
Rpp38	RPP38
Olfr944	OR8G1
Olfr944	OR8G5
Zfp820	ZNF34
Znrf4	ZNRF4
Zfp282	ZNF282
Plscr1	PLSCR1
Mrgprx1	MRGPRX1
Mrgprx1	MRGPRX2
Grxcr2	GRXCR2
Trbv12-1	TRBV13
Akap8	AKAP8
Zfp512b	ZNF512B
Arhgef10	ARHGEF10
Olfr171	OR2AJ1
Tex19.2	TEX19
Arl13a	ARL13A
Atxn10	ATXN10
Rad18	RAD18
Igkv5-39	IGKV6-21
Igkv5-39	IGKV6D-21
Igkv5-39	IGKV6D-41
Tnks	TNKS
Mblac2	MBLAC2
Tmem255b	TMEM255B
Hgf	HGF
Vmn1r11	VN1R5
Pym1	PYM1
Znhit6	ZNHIT6
Habp4	HABP4
Serpina1b	SERPINA1
Ndufs8	NDUFS8
Large2	LARGE2
Prodh2	PRODH2
Npdc1	NPDC1
Cacnb4	CACNB4
Vmn1r46	VN1R5
Aldh18a1	ALDH18A1
Wwox	WWOX
Ptpn12	PTPN12
Rpusd4	RPUSD4
Tacr3	TACR3
Cops3	COPS3
Syt5	SYT5
Pnpla7	PNPLA7
Spaca3	SPACA3
Ocln	OCLN
Ifnlr1	IFNLR1
Lin28b	LIN28B
Podxl2	PODXL2
Rrh	RRH
Tram1l1	TRAM1L1
Parp12	PARP12
Slc26a4	SLC26A4
Gadd45gip1	GADD45GIP1
Dut	DUT
Slc29a1	SLC29A1
Zfp981	ZNF34
Mei4	MEI4
Slc51a	SLC51A
Olfr981	OR10G6
Cenpf	CENPF
Bub1	BUB1
Med21	MED21
H2afb1	H2AFB1
H2afb1	H2AFB2
H2afb1	H2AFB3
Tsnaxip1	TSNAXIP1
Hoxb9	HOXB9
S100g	S100G
Vmn1r14	VN1R5
Tmem38b	TMEM38B
Ehhadh	EHHADH
Chst15	CHST15
Phyh	PHYH
Apof	APOF
Dnajb9	DNAJB9
Taf1c	TAF1C
Wdhd1	WDHD1
Snapin	SNAPIN
Zp1	ZP1
Nrg2	NRG2
Vmn1r53	VN1R5
Atf7	ATF7
Lrrc14	LRRC14
Trappc12	TRAPPC12
Gins1	GINS1
Zfp39	ZNF570
9930012K11Rik	C8orf58
Pgpep1l	PGPEP1L
Ap1m2	AP1M2
Igkv8-34	IGKV4-1
Pld6	PLD6
Gprin1	GPRIN1
Pfdn6	PFDN6
Nos1ap	NOS1AP
Tmed8	TMED8
Krt8	KRT8
Arrdc1	ARRDC1
Rab15	RAB15
Gnb3	GNB3
Ccdc90b	CCDC90B
AU022252	C1orf50
Selenoi	SELENOI
Psg27	CEACAM1
Psg27	CEACAM8
Psg27	PSG3
Psg27	PSG8
Psg27	PSG1
Psg27	PSG5
Psg27	PSG7
Psg27	PSG6
Psg27	PSG4
Psg27	PSG2
Psg27	PSG11
Smc2	SMC2
Pik3c2b	PIK3C2B
Hexim1	HEXIM1
Nudt7	NUDT7
Pigyl	PIGY
Map7d1	MAP7D1
Kif14	KIF14
Hoxb4	HOXB4
Ccl17	CCL17
Gm10153	KRTAP29-1
Kif3c	KIF3C
Podnl1	PODNL1
Fcgr1	FCGR1B
Sept7	SEPT7
Nlrp6	NLRP6
Kremen1	KREMEN1
Olfr1255	OR4C12
Mrgprb3	MRGPRX1
Mrgprb3	MRGPRX2
Bgn	BGN
Ilf2	ILF2
Tkt	TKT
Bnc2	BNC2
Macrod2	MACROD2
Lkaaear1	LKAAEAR1
Ugt1a10	UGT1A9
Ugt1a10	UGT1A7
Ugt1a10	UGT1A8
Ugt1a10	UGT1A10
Hnrnpr	HNRNPR
Rnf114	RNF114
Tob2	TOB2
Trim39	TRIM39
Ska2	SKA2
Uchl4	UCHL3
Scp2	SCP2
Reg2	REG1A
Ankib1	ANKIB1
Ing2	ING2
Alpk2	ALPK2
Tbc1d23	TBC1D23
Slc48a1	SLC48A1
Plekhh1	PLEKHH1
Phkg2	PHKG2
Ptgdr2	PTGDR2
Ighv1-18	IGHV1-24
Ighv1-18	IGHV1-69-2
Elof1	ELOF1
Olfr1084	OR8K3
Epn1	EPN1
Rab3d	RAB3D
Ect2	ECT2
Gm21119	POTEC
Gm21119	POTEF
Acsm1	ACSM1
Abcb1b	ABCB1
Spidr	SPIDR
Olfr1226	OR4C15
Bet1l	BET1L
Rasal3	RASAL3
Prpf31	PRPF31
1700013F07Rik	C1orf194
Hmgb3	HMGB3
Tmem167	TMEM167A
Tuba1a	TUBA1A
Zfp942	ZNF34
Syce1l	SYCE1L
Anks3	ANKS3
Abcb1a	ABCB1
Cstl1	CSTL1
Gm12666	LARP7
Htr1f	HTR1F
Oxsm	OXSM
Tmem120a	TMEM120A
Synpo	SYNPO
Plcxd2	PLCXD2
Tpo	TPO
Shbg	SHBG
Rpap2	RPAP2
Dnajb14	DNAJB14
Cyp4f17	CYP4F8
Zbtb39	ZBTB39
Rasgef1c	RASGEF1C
Banf1	BANF1
Olfr448	OR2A5
St7	ST7
Ago4	AGO4
Ralgapb	RALGAPB
Fignl2	FIGNL2
Nlrp9b	NLRP9
Arntl2	ARNTL2
Cdh1	CDH1
Coq2	COQ2
Elavl1	ELAVL1
Myh10	MYH10
Uhrf1bp1	UHRF1BP1
Fam131b	FAM131B
Krt79	KRT79
Gata1	GATA1
Rps28	RPS28
Hapln4	HAPLN4
Tango2	TANGO2
Psg20	CEACAM1
Psg20	CEACAM8
Psg20	PSG3
Psg20	PSG8
Psg20	PSG1
Psg20	PSG5
Psg20	PSG7
Psg20	PSG6
Psg20	PSG4
Psg20	PSG2
Psg20	PSG11
Gjb4	GJB4
Ebpl	EBPL
Nrl	NRL
Rp1l1	RP1L1
Gm9112	FAM236B
Gm9112	FAM236D
Gm9112	FAM236C
Gm9112	FAM236A
Tmem63c	TMEM63C
Adra2b	ADRA2B
Vmn1r28	VN1R5
Gli2	GLI2
Trim62	TRIM62
Adad2	ADAD2
Cxcr4	CXCR4
Olfr1089	OR8K3
Ttf1	TTF1
Trbv13-3	TRBV10-1
Trbv13-3	TRBV10-2
Trbv13-3	TRBV10-3
Ndufa7	NDUFA7
Banf2	BANF2
Olfr1042	OR5AL1
Fetub	FETUB
Zfp668	ZNF668
Olfr328	OR2T4
Olfr328	OR2T5
Olfr328	OR2T29
Pdcl3	PDCL3
Dusp11	DUSP11
Dse	DSE
Npff	NPFF
Cyp27a1	CYP27A1
Slx1b	SLX1A
Vasn	VASN
AW551984	VWA5A
Nppb	NPPB
Spock2	SPOCK2
Plcxd3	PLCXD3
Mib1	MIB1
Zfp598	ZNF598
Ptbp2	PTBP2
Trip6	TRIP6
Igkv2-109	IGKV2D-26
Zcchc4	ZCCHC4
Sec14l4	SEC14L4
Galnt11	GALNT11
Gdnf	GDNF
Wnt5a	WNT5A
Nfrkb	NFRKB
Zfp764	ZNF764
Zfp764	ZNF747
Cand1	CAND1
Ssxb8	SSX3
Ssxb8	SSX4
Ssxb8	SSX4B
Ssxb8	SSX2
Ssxb8	SSX7
Ssxb8	SSX2B
Hells	HELLS
Mrps18a	MRPS18A
Sgce	SGCE
Knstrn	KNSTRN
Ccr8	CCR8
Astl	ASTL
Celf4	CELF4
Clpx	CLPX
Brms1l	BRMS1L
Thnsl1	THNSL1
Macf1	MACF1
9430015G10Rik	C1orf159
Spopl	SPOPL
Sh2d6	SH2D6
Arid3c	ARID3C
Traf3	TRAF3
S100a11	S100A11
Tmem151b	TMEM151B
Fbxw4	FBXW4
Bcs1l	BCS1L
Rnf150	RNF150
Cnksr2	CNKSR2
Slc5a10	SLC5A10
Nos2	NOS2
Nosip	NOSIP
Osbp2	OSBP2
Cd300c2	CD300C
Ccdc110	CCDC110
Ifih1	IFIH1
Fndc5	FNDC5
Cntln	CNTLN
Edil3	EDIL3
Kif5b	KIF5B
Kcnj3	KCNJ3
Flna	FLNA
Mogs	MOGS
Zfp326	ZNF326
Ntf5	NTF4
Sorbs3	SORBS3
Arhgef9	ARHGEF9
Hsd3b3	HSD3B2
Hsd3b3	HSD3B1
Nacc1	NACC1
Baiap2l1	BAIAP2L1
Ndufb9	NDUFB9
Alms1	ALMS1
Krt33b	KRT33A
Mrps12	MRPS12
Olfr1174-ps	OR5D3P
Opn1mw	OPN1LW
Opn1mw	OPN1MW
Opn1mw	OPN1MW2
Opn1mw	OPN1MW3
Gm5592	C2orf78
Cdx4	CDX4
Arfip2	ARFIP2
Cdh4	CDH4
Vipr1	VIPR1
Vcan	VCAN
Ch25h	CH25H
Rab3gap1	RAB3GAP1
Cacna1g	CACNA1G
Ipo4	IPO4
Bcl9	BCL9
Add2	ADD2
Xab2	XAB2
Trbv15	TRBV12-3
Trbv15	TRBV12-4
Kif19a	KIF19
Vdr	VDR
Pappa2	PAPPA2
Srpk3	SRPK3
Zkscan14	ZNF394
Lcn9	LCN9
Cgnl1	CGNL1
Abca1	ABCA1
Samd4	SAMD4A
Fabp7	FABP7
Slx4	SLX4
Serpina1f	SERPINA2
Phka1	PHKA1
Mmp2	MMP2
Mtpn	MTPN
Olfr935	OR8G1
Olfr935	OR8G5
Mapk7	MAPK7
Barhl1	BARHL1
Mmp1b	MMP1
Mfsd4b4	MFSD4B
Ipp	IPP
Cenpm	CENPM
Ntn1	NTN1
Zfp991	ZNF34
Ttll7	TTLL7
Hnrnpul2	HNRNPUL2
Hnrnpul2	HNRNPUL2-BSCL2
Eras	ERAS
Lce1g	LCE5A
Samm50	SAMM50
Ccdc115	CCDC115
Cd2bp2	CD2BP2
Ighv1-4	IGHV1-24
Ighv1-4	IGHV1-69-2
Grap	GRAP
Grap	GRAPL
Ssxa1	SSX3
Ssxa1	SSX4
Ssxa1	SSX4B
Ssxa1	SSX2
Ssxa1	SSX7
Ssxa1	SSX2B
4921501E09Rik	PHF8
1110059G10Rik	KIAA1143
A630001G21Rik	SP110
Vsx2	VSX2
Tmx4	TMX4
Prss3	PRSS1
Prss3	PRSS2
Gsr	GSR
Lsm5	LSM5
Mzt1	MZT1
Col8a2	COL8A2
Aspm	ASPM
Bbox1	BBOX1
Glrx3	GLRX3
Vsx1	VSX1
Acp7	ACP7
Ssxb1	SSX3
Ssxb1	SSX4
Ssxb1	SSX4B
Ssxb1	SSX2
Ssxb1	SSX7
Ssxb1	SSX2B
Rangap1	RANGAP1
Sat2	SAT2
Capg	CAPG
Fopnl	FOPNL
Zfp185	ZNF185
Zmiz1	ZMIZ1
Krt10	KRT10
Poldip3	POLDIP3
Olfr166	OR2L13
Ipo5	IPO5
Ttc8	TTC8
Lipn	LIPN
Rhoc	RHOC
Car6	CA6
Ccser1	CCSER1
Vmn1r22	VN1R5
Imp4	IMP4
1700007K13Rik	C9orf116
Mitd1	MITD1
Cebpzos	CEBPZOS
Pnp	PNP
Dcaf4	DCAF4
Htr3a	HTR3A
Nhp2	NHP2
Rfc4	RFC4
Hmcn2	HMCN2
Gabra3	GABRA3
Igkv20-101-2	IGKV1OR2-108
Slc6a2	SLC6A2
Gja4	GJA4
Rad51d	RAD51D
Trbv29	TRBV28
Zc3h13	ZC3H13
Mon2	MON2
Trbv13-1	TRBV10-1
Trbv13-1	TRBV10-2
Trbv13-1	TRBV10-3
Snrpc	SNRPC
Gba	GBA
Ssu2	SSUH2
Gm10320	SEC61B
Rasgrp3	RASGRP3
Heatr5b	HEATR5B
B3gnt6	B3GNT6
Pygo2	PYGO2
Lcn11	PAEP
Pam16	PAM16
Tln2	TLN2
Pcsk6	PCSK6
Sec61a2	SEC61A2
Gdap1l1	GDAP1L1
Reg3b	REG1B
Ckb	CKB
Evl	EVL
Fancf	FANCF
Adgrg5	ADGRG5
Sel1l3	SEL1L3
Zdhhc19	ZDHHC19
Mrpl9	MRPL9
Abl2	ABL2
Klf14	KLF14
Fgf8	FGF8
Alkbh4	ALKBH4
Pcyox1	PCYOX1
Fbrs	FBRS
Isca2	ISCA2
Larp4	LARP4
Uckl1	UCKL1
Ank2	ANK2
Olfr765	OR2AP1
Cxcr2	CXCR2
C1qtnf1	C1QTNF1
Ptprd	PTPRD
Arl10	ARL10
Ada	ADA
Crygs	CRYGS
Irf8	IRF8
Reg4	REG4
Tubgcp2	TUBGCP2
Nlrp4b	NLRP4
Trbv4	TRBV3-1
Liph	LIPH
Tmc4	TMC4
Sp140	SP110
H6pd	H6PD
Bbx	BBX
Slc39a5	SLC39A5
Rptn	RPTN
Pim2	PIM2
Lsmem1	LSMEM1
Lrrtm1	LRRTM1
Zmym2	ZMYM2
C2cd3	C2CD3
Mndal	MNDA
Tchh	TCHH
3110009E18Rik	C2orf76
Pmel	PMEL
S100a3	S100A3
Gm21964	TLE7
Cyp8b1	CYP8B1
Trim54	TRIM54
Kcnq4	KCNQ4
Olfr1215	OR4C15
Fam180a	FAM180A
Dpep2	DPEP2
Chst14	CHST14
Klhl12	KLHL12
Kcnd1	KCND1
Socs4	SOCS4
Fam71b	FAM71B
Irf2bpl	IRF2BPL
Zc3h10	ZC3H10
Tuba1b	TUBA1B
Inafm2	INAFM2
Eif3e	EIF3E
Mettl6	METTL6
2310057M21Rik	C10orf88
Arhgap9	ARHGAP9
Farsa	FARSA
Sars2	SARS2
Psmb4	PSMB4
Olfr1087	OR8K3
Sirt6	SIRT6
Krt6a	KRT6B
Krt6a	KRT6C
Krt6a	KRT6A
Notch2	NOTCH2
Pomt2	POMT2
Tnr	TNR
Sil1	SIL1
Slc16a1	SLC16A1
Ano10	ANO10
Mmp1a	MMP1
Hist1h2be	HIST1H2BG
Tas2r121	TAS2R13
Edc4	EDC4
Olfr271-ps1	OR13C5
Olfr271-ps1	OR13C2
Olfr271-ps1	OR13C9
Hbp1	HBP1
Irx3	IRX3
Phc1	PHC1
4930453N24Rik	C3orf38
Olfr782	OR6C6
Ldlrad4	LDLRAD4
Rps6ka3	RPS6KA3
Ighv1-50	IGHV1-24
Ighv1-50	IGHV1-69-2
Rpl38	RPL38
Gm5414	KRT6B
Gm5414	KRT6C
Gm5414	KRT6A
Mn1	MN1
Ndufa13	NDUFA13
Spcs3	SPCS3
4930558C23Rik	CTXND2
Cpsf1	CPSF1
Plod2	PLOD2
Mttp	MTTP
Trim9	TRIM9
Cgn	CGN
Trpm6	TRPM6
Btc	BTC
Slc16a2	SLC16A2
Cd300ld3	CD300LF
Zfp280d	ZNF280D
Crebrf	CREBRF
Pth1r	PTH1R
Rbms2	RBMS2
Lyl1	LYL1
Slc25a33	SLC25A33
Borcs6	BORCS6
Col26a1	COL26A1
Lrrc26	LRRC26
Trappc3l	TRAPPC3L
Cog5	COG5
Zfp474	ZNF474
Jakmip1	JAKMIP1
Cebpa	CEBPA
Entpd2	ENTPD2
Tarm1	TARM1
Gnat2	GNAT2
Lemd2	LEMD2
Rpl39	RPL39
Gm28285	MATR3
Cox7c	COX7C
Magea3	MAGEA10
Tarsl2	TARSL2
Map2k3	MAP2K3
Star	STAR
Foxi3	FOXI3
Ighv1-74	IGHV1-24
Ighv1-74	IGHV1-69-2
Olfr933	OR8D1
Slc25a15	SLC25A15
Erp29	ERP29
Pcyt1a	PCYT1A
Lox	LOX
Dner	DNER
Fam189b	FAM189B
Hhipl1	HHIPL1
Depdc1b	DEPDC1B
Dip2c	DIP2C
Timm44	TIMM44
Enkur	ENKUR
Cilp2	CILP2
Strn3	STRN3
Adamtsl2	ADAMTSL2
Gripap1	GRIPAP1
Il1b	IL1B
Slc37a4	SLC37A4
Ppp3ca	PPP3CA
Dmkn	DMKN
Zyg11b	ZYG11B
Cd37	CD37
Tnp1	TNP1
Hdac9	HDAC9
Zic5	ZIC5
Xrcc3	XRCC3
Eif4a3	EIF4A3
Olfr1202	OR4C13
Olfr1202	OR4C46
Vmn1r33	VN1R5
Flrt3	FLRT3
Bhlhb9	BHLHB9
Scgb1c1	SCGB1C1
Neil3	NEIL3
Uap1l1	UAP1L1
Pycrl	PYCR3
Spg7	SPG7
Tead2	TEAD2
Slc4a1	SLC4A1
Fahd1	FAHD1
Cd19	CD19
Gm6657	CCDC196
Ptprs	PTPRS
Trim43c	TRIM43B
Trim43c	TRIM43
Rpusd2	RPUSD2
Ugt1a5	UGT1A3
Ugt1a5	UGT1A5
Ugt1a5	UGT1A4
C2cd4d	C2CD4D
Nwd2	NWD2
Ins1	INS
Rbbp5	RBBP5
Olfr1192-ps1	OR4P4
Kprp	KPRP
Dpp7	DPP7
Pnpla3	PNPLA3
Siglech	SIGLEC6
Hmgb4	HMGB4
Bcar3	BCAR3
Psmb2	PSMB2
Osgin1	OSGIN1
Rgl2	RGL2
Ocm	OCM2
Kif15	KIF15
Rimkla	RIMKLA
Mobp	MOBP
Sectm1b	SECTM1
Mcf2	MCF2
Ube2j2	UBE2J2
Arhgef25	ARHGEF25
Catsperg2	CATSPERG
Dennd4b	DENND4B
Arhgef16	ARHGEF16
Nabp2	NABP2
Wtap	WTAP
Olfr1053	OR8K5
Spin2g	SPIN2B
Spin2g	SPIN2A
Olfr979	OR10G4
Olfr979	OR10G9
Olfr979	OR10G8
Olfr979	OR10G7
Olfr1116	OR10AG1
Zfp386	ZNF775
Vmn1r239-ps	VN1R5
Pitpnb	PITPNB
Olfr1265	OR4X2
Hspa1l	HSPA1L
Pdzd3	PDZD3
Prkrip1	PRKRIP1
Sorcs2	SORCS2
Mob3b	MOB3B
Chrna4	CHRNA4
Pkn2	PKN2
Ruvbl1	RUVBL1
Zfp526	ZNF526
4933402J07Rik	C16orf78
Olfr63	OR10H3
Olfr63	OR10H4
Slc35c1	SLC35C1
St18	ST18
Mapk12	MAPK12
Trp53tg5	TP53TG5
Hsd17b4	HSD17B4
Slc25a22	SLC25A22
Btbd17	BTBD17
E130311K13Rik	C3orf33
Olfr788	OR6C3
Parvb	PARVB
Mcm6	MCM6
Cyp2d12	CYP2D7
Tmprss3	TMPRSS3
BC016579	C3orf52
Bola3	BOLA3
Cdc25c	CDC25C
Dusp16	DUSP16
Gm128	C1orf56
1190005I06Rik	C16orf74
Dnajc22	DNAJC22
Cops4	COPS4
Adck5	ADCK5
Olfr714	OR10A5
Olfr714	OR10A2
Frg1	FRG1
Tcf20	TCF20
Filip1	FILIP1
Senp6	SENP6
Rbm28	RBM28
Ccdc42	CCDC42
Cd320	CD320
Xbp1	XBP1
Olfr1257	OR4C13
Olfr1257	OR4C46
Mgl2	CLEC10A
Aqp2	AQP2
Clybl	CLYBL
Espn	ESPN
Sh3bp1	SH3BP1
Fbxo36	FBXO36
Thap11	THAP11
Dhcr7	DHCR7
Vmn1r9	VN1R5
Slc33a1	SLC33A1
Trim26	TRIM26
Zbtb44	ZBTB44
Pnpla2	PNPLA2
Senp8	SENP8
Ighv1-66	IGHV1-24
Ighv1-66	IGHV1-69-2
Ifitm3	IFITM2
Ifitm3	IFITM1
Ifitm3	IFITM3
Zfp800	ZNF800
Chrna7	CHRFAM7A
Tbx3	TBX3
Nde1	NDE1
Atxn2	ATXN2
Sult6b1	SULT6B1
Il1f5	IL36RN
Col1a1	COL1A1
Matn1	MATN1
Amot	AMOT
Elf1	ELF1
Tfdp1	TFDP1
Apbb1	APBB1
Entpd6	ENTPD6
Olfr705	OR2AG1
Ascl5	ASCL5
Tchhl1	TCHHL1
Plag1	PLAG1
Map6d1	MAP6D1
Tmem139	TMEM139
Pdzd4	PDZD4
Igkv5-43	IGKV6-21
Igkv5-43	IGKV6D-21
Igkv5-43	IGKV6D-41
Usp18	USP41
Ubtd2	UBTD2
Krt16	KRT16
Ighv14-1	IGHV1-24
Ighv14-1	IGHV1-69-2
Cdkn3	CDKN3
Spata20	SPATA20
Glra3	GLRA3
Eps8	EPS8
H2-Oa	HLA-DOA
Mybpc3	MYBPC3
Gabra2	GABRA2
Nampt	NAMPT
Tas2r107	TAS2R10
Nlrp9a	NLRP9
Olfr466	OR9H1P
Cenpe	CENPE
Zmynd11	ZMYND11
Chic1	CHIC1
Upk2	UPK2
Rbm4	RBM4
Nudt18	NUDT18
Sgcz	SGCZ
Gpam	GPAM
Ugt1a2	UGT1A3
Ugt1a2	UGT1A5
Ugt1a2	UGT1A4
Zfp1	ZFP1
Kars	KARS
Gm5771	PRSS1
Gm5771	PRSS2
Triqk	TRIQK
Pllp	PLLP
Dll4	DLL4
Dock6	DOCK6
Mrpl53	MRPL53
AW554918	KIAA1328
Olfr985	OR8D4
Zbtb16	ZBTB16
Rab37	RAB37
Mios	MIOS
Ctsw	CTSW
Cinp	CINP
Ctsk	CTSK
Fbxo40	FBXO40
Ap1s2	AP1S2
Ankub1	ANKUB1
Cyp4a31	CYP4F11
Tm7sf3	TM7SF3
Sh3bp5l	SH3BP5L
Nlrp4e	NLRP4
Slc26a11	SLC26A11
Eif6	EIF6
Anxa1	ANXA1
Rsph9	RSPH9
Nufip2	NUFIP2
Kbtbd7	KBTBD6
Kbtbd7	KBTBD7
Dpp4	DPP4
Ndst1	NDST1
Loxhd1	LOXHD1
Ubxn4	UBXN4
Lrrd1	LRRD1
Dhdds	DHDDS
Apex2	APEX2
Edar	EDAR
Cbln3	CBLN3
Prop1	PROP1
Adm2	ADM2
Npas2	NPAS2
Cdnf	CDNF
Fosl1	FOSL1
Msh5	MSH5-SAPCD1
Msh5	MSH5
Gria2	GRIA2
Pus3	PUS3
Kpnb1	KPNB1
Tor3a	TOR3A
Olfr699	OR2AG1
Pde1c	PDE1C
Gm28048	COMMD1
Abcc9	ABCC9
Defb34	DEFB104A
Mcm9	MCM9
Il1f8	IL36B
Tef	TEF
Cyp4a32	CYP4F11
Nfya	NFYA
Psmc3	PSMC3
Hoxb8	HOXB8
Ccdc93	CCDC93
Ptpru	PTPRU
Higd2a	HIGD2A
Slc27a3	SLC27A3
Racgap1	RACGAP1
Igdcc4	IGDCC4
Fign	FIGN
Sypl	SYPL1
Gprc5d	GPRC5D
Mt4	MT4
2610528J11Rik	C1orf210
Trpm8	TRPM8
Tfrc	TFRC
Barx2	BARX2
Syt7	SYT7
Cttnbp2nl	CTTNBP2NL
Stard10	STARD10
Mrps31	MRPS31
Kif1bp	KIF1BP
Fzd3	FZD3
Tpst1	TPST1
Srrm3	SRRM3
Psg22	CEACAM1
Psg22	CEACAM8
Psg22	PSG3
Psg22	PSG8
Psg22	PSG1
Psg22	PSG5
Psg22	PSG7
Psg22	PSG6
Psg22	PSG4
Psg22	PSG2
Psg22	PSG11
Gpx8	GPX8
Nifk	NIFK
Sharpin	SHARPIN
Ano3	ANO3
Tex28	TEX28
Prss23	PRSS23
Hsd17b3	HSD17B3
Hoxb2	HOXB2
Thumpd3	THUMPD3
Cnga1	CNGA1
Zfp979	ZNF34
Mapk8ip3	MAPK8IP3
Dnase2b	DNASE2B
Prpf18	PRPF18
Gabarapl2	GABARAPL2
Hhla1	HHLA1
Lypd6b	LYPD6B
Ywhag	YWHAG
Mapk14	MAPK14
Mme	MME
Tacc2	TACC2
Mpp4	MPP4
Alg14	ALG14
Btla	BTLA
Tmeff2	TMEFF2
Pde9a	PDE9A
Wdr3	WDR3
Cyb561d1	CYB561D1
Sypl2	SYPL2
L3mbtl4	L3MBTL4
Rbks	RBKS
Filip1l	FILIP1L
Agtr1a	AGTR1
Plekhn1	KLHL17
Zfp946	ZNF34
Hps3	HPS3
Parp16	PARP16
Muc5b	MUC5B
Plcd3	PLCD3
Tprgl	TPRG1L
Ncr1	NCR1
Olfr951	OR8G1
Olfr951	OR8G5
Cep78	CEP78
Olfr1054	OR8K3
Aff3	AFF3
Strap	STRAP
Zfp622	ZNF622
Dnmt3a	DNMT3A
Glipr1	GLIPR1
Mthfd1	MTHFD1
Bin3	BIN3
Thg1l	THG1L
Rwdd2b	RWDD2B
Lipe	LIPE
Tnn	TNN
Gpr31b	GPR31
Id3	ID3
Hspb1	HSPB1
Calb1	CALB1
Mtmr7	MTMR7
Ppa2	PPA2
Timm13	TIMM13
Msra	MSRA
Isoc1	ISOC1
Krtap3-2	KRTAP3-3
Krtap3-2	KRTAP3-2
Fgf12	FGF12
Olfr1269	OR4X2
Tas2r140	TAS2R14
Ogfod1	OGFOD1
Pate2	PATE2
Trrap	TRRAP
Klhl18	KLHL18
Acsm3	ACSM3
Klf1	KLF1
Irgm2	IRGM
Pald1	PALD1
Cd209b	CD209
Igbp1	IGBP1
Ntng2	NTNG2
Nlgn1	NLGN1
Scn3a	SCN3A
Nrk	NRK
Tspyl1	TSPYL1
Wls	WLS
Lpar3	LPAR3
Actl6a	ACTL6A
Hax1	HAX1
Slc20a1	SLC20A1
Ehmt1	EHMT1
Klc1	KLC1
Olfr1459	OR5B3
Mrgpra9	MRGPRX1
Mrgpra9	MRGPRX2
Tssk6	TSSK6
Cwh43	CWH43
Zmynd8	ZMYND8
Ighv1-62-1	IGHV1-24
Ighv1-62-1	IGHV1-69-2
Krtap5-2	KRTAP2-1
Krtap5-2	KRTAP2-2
Krtap5-2	KRTAP2-3
Krtap5-2	KRTAP2-4
Krtap5-2	KRTAP4-8
Krtap5-2	KRTAP4-16
Krtap5-2	KRTAP4-9
Krtap5-2	KRTAP4-11
